unique_id,title,cluster
ID_1179,context menu entry analyze dependencies,199
ID_1180,show progress bar analysis,359
ID_1181,implement feedback feature,290
ID_1182,mark secure objects gutter left side,401
ID_1183,implement provider detection,174
ID_1184,design cognicrypt properties menu,199
ID_1185,suppress warnings,376
ID_1186,add scan current project button toolbar,366
ID_1187,create statistics view analysis run,213
ID_1188,images loading github wiki code generation tutorial,55
ID_1190,task clafer placed bottom model,371
ID_1191,addadditionaljarfiles probably fail custom providers,170
ID_1192,unexpected capitalization instance xml file,81
ID_1193,instance counter continues different keys,347
ID_1194,instances instance list page wrong order due string key,317
ID_1195,instance list consider security parameter non integer,343
ID_1197,crysl rule javax servlet http cookie,194
ID_1198,issue generating binaries crysl rules linux systems,166
ID_1199,xmlparser tests fail build server,464
ID_1200,task descriptions allow default value text fields,19
ID_1201,tls task workflow wrong,101
ID_1202,tls task test connection work properly,468
ID_1203,error path library java javavirtualmachines jdk jdk contents home classes classes jar exist,135
ID_1204,organize imports problem,187
ID_1205,temporary folder file created code preview deleted,242
ID_1206,extend symmetric encryption authenticated encryption,203
ID_1208,disabling show password checkbox hide password,177
ID_1209,format generated code,184
ID_1210,default answers tls task lead insecure configuration,101
ID_1211,irregular exception prevents launching windows,299
ID_1212,analysis work classes default package,241
ID_1213,better code preview,154
ID_1214,better error message predicates,387
ID_1215,better error message set inclusion constraints,142
ID_1216,directly run analysis new project imported,199
ID_1217,task securely archive files ends classcastexception,122
ID_1218,secure multiparty computation import missing generated output,128
ID_1219,exception tls button question,61
ID_1220,error codegeneration run opened empty class,140
ID_1221,missing typestate checks,367
ID_1222,append new templateusage method exisiting output file,20
ID_1223,archiving example broken imports,65
ID_1224,create question type checkbox boolean answers,263
ID_1225,plugin installation work eclipse oxygen,145
ID_1226,error markers generated twice,189
ID_1227,secure multi party computation consider server ip string generated code,60
ID_1228,selecting certaintrust task wizard results nullpointer exception,25
ID_1229,error markers cleared closing eclipse,440
ID_1233,introduce levels severity different types misuses,9
ID_1234,run analysis cancelable eclipse job,213
ID_1237,integration cognicrypt sast cognicrypt,291
ID_1238,beginnertaskquestionpage canfliptonextpage considers last edited textfield,359
ID_1239,prevent one generated classes output class,43
ID_1240,unused constraints appear instance config removed going back,81
ID_1241,controller importing xsl file,425
ID_1244,check model answer compatible want,371
ID_1245,check model question compatible want,371
ID_1246,check model xsl file exists,371
ID_1247,check model questions json file exists,371
ID_1248,check model clafer file exists,371
ID_1249,check model task exists,371
ID_1250,create page importing questions,425
ID_1251,create mode selection page new task integration,291
ID_1252,create page mode selection,291
ID_1253,create page linking answers questions,425
ID_1254,create page linking questions xsl file,425
ID_1255,create page linking questions clafer file,425
ID_1256,extend ui widgets explainer question added,425
ID_1257,create controller importing clafer file,425
ID_1260,controller linking responses question questions,425
ID_1262,check model page compatible want,371
ID_1264,controller linking questions xsl file,425
ID_1266,controller linking questions clafer file,425
ID_1268,check model clafer feature exists clafer cognicrypt,371
ID_1270,check model clafer file exists,371
ID_1271,add wizard page instance details page every task supported cognicrypt,291
ID_1272,add question symmetric encryption task converting different objects byte arrays back,291
ID_1273,ui crashes libgdk x error using gtk,499
ID_1274,character instance list page cognicrypt run task communicate secure channel,291
ID_1275,keyderivation functionality inserted xsl stylesheet,191
ID_1276,unintended blank window wizard invocation,25
ID_1277,unintended behaviour using back next button,35
ID_1278,allow several questions ui widgets page,425
ID_1279,custom providers added project buildpath,75
ID_1280,check cryptoexamples com,300
ID_1281,show potential consequences choice,52
ID_1283,quickfix generation,201
ID_1285,integrating cognicrypt new task,291
ID_1286,add drop menu first screen wizard java projects workspace enable user selecting code generation target,25
ID_1287,add project specific context menu option start code generator wizard,25
ID_1288,make calling c implementation within jar file work,241
ID_1289,finish button still active moving back last step cognicrypt wizard,35
ID_1290,integrating e task,291
ID_1291,integrate ui tests nightly build,412
ID_1292,integrate new cognicrypt task hybrid data encryption,291
ID_1293,configurator questions tls task allow test connection,468
ID_1294,task list save job error,105
ID_1295,integrating lindner peikert p,416
ID_1296,reserved pg primitive integration user interface,206
ID_1297,reserved pg task integration user interface,206
ID_1298,widget type value depend property,334
ID_1299,integrate archiving solution,441
ID_1300,layout advanced mode properties,111
ID_1301,questions tasks really naive make sense,146
ID_1302,extra properties set advanced mode,111
ID_1303,display properties advance mode,439
ID_1304,better display instance description,282
ID_1305,find better way display instance list,282
ID_1306,design configurator heavily depend clafer,371
ID_1307,json decoder jsondecodeerror expecting property name enclosed double quotes line column char,283
ID_1308,error missing position,187
ID_1309,permissionerror winerror process access file used another process,10
ID_1310,typeerror expected string bytes like object,338
ID_1311,passing user supplied disassambler arguments,54
ID_1312,empty results windows,32
ID_1313,add json format output report,153
ID_1314,error java home set java command could found path,135
ID_1317,add analysis library radare v x x,97
ID_1318,installation tests python path,341
ID_1319,retrieve class name method name descriptor quark apkinfo find method,274
ID_1320,action workflow enhancement,412
ID_1321,max num process check,406
ID_1322,quark label report work longer unboundlocalerror,187
ID_1323,quark fails scan specific rule set,180
ID_1324,rule attribute searches current directory,226
ID_1325,threshold filtering work detailed mode,273
ID_1326,show parent functions cross references rule classification,98
ID_1327,deleting rules crashes quark windows,249
ID_1328,add json option call graph,20
ID_1329,duplicate rules detection quark rules,433
ID_1330,make quark read json rules faster,158
ID_1331,make quark rules easier write,433
ID_1332,make quark rules support api parameter,429
ID_1333,quark rules classification outputs twice rule cases,359
ID_1334,quark engine report risk based threshold,445
ID_1335,quark analysis failing,485
ID_1336,possible scan multiple samples example scan apks directory,424
ID_1337,saving report json,153
ID_1338,add new feature get url ips apk string,62
ID_1339,tested wechat memory usage high took long time,417
ID_1340,call graph work c c f f c bb c c b bb eea c db f ccef,206
ID_1341,unicodeencodeerror gbk codec encode character u,69
ID_1343,indexerror list index range,498
ID_1344,multiple results return find method,289
ID_1345,make empty list comparisons pythonic faster,222
ID_1346,stage checking bug,108
ID_1347,recursionerror maximum recursion depth exceeded calling python object,64
ID_1348,prefer raising exceptions returning none,139
ID_1349,recursionerror max search layer,480
ID_1350,following option combination currently supported monitor json file output,20
ID_1351,snyk test incorrectly returns status failed get dependencies error occurs,387
ID_1352,introduce parameter disable snyk snyk default json output disable default,20
ID_1353,snyk ignore workspace packages validating dependencies yarn lock,427
ID_1354,failed running docker container,235
ID_1355,remove yarn workspaces make default behavior snyk,427
ID_1356,maintain eof linefeed package json,410
ID_1357,add flag ignore unfixed unpatched vulns docker scan,383
ID_1358,runs internally undesirable side effects,139
ID_1359,create property path string,178
ID_1360,read property undefined docker image without vulns cli,383
ID_1362,fails yarn v workspaces,427
ID_1363,snyk fails install yarn node despite node engine support,427
ID_1364,github snyk bot removing created new github branch pull request approved merged,463
ID_1365,add snyk dev dependency,49
ID_1366,less minor pr updates project snyk,49
ID_1367,snyk cli support k,408
ID_1368,make snyk protect fast,427
ID_1369,snyk io fixing gunicorn dependency,49
ID_1370,separate exit code project found,96
ID_1371,snyk monitor crashing v,483
ID_1372,pip unable skip platform check requirement txt feature request,337
ID_1373,snyk wizard broken version,407
ID_1374,error,253
ID_1375,projects generates lot noise package lock json files long path name,283
ID_1376,projects barfs stack traces missing node modules folders,196
ID_1377,snyk intergation sonarqube,89
ID_1378,snyk support maven wrapper mvnw,408
ID_1379,wizard remain indents type saving updated dependencies package json,313
ID_1380,failed authentication installing snyk cli,235
ID_1381,gradle project name picked settings gradle,468
ID_1382,snyk monitor sub projects monitor sub projects,483
ID_1383,override config runtime,33
ID_1384,read property type undefined,306
ID_1385,snyk outputs invisible ansi control characters json output,20
ID_1386,customerror could detect supported target files snykdemowinform snykdemowinform csproj,122
ID_1387,npm install fails enoversions valid versions available https proxy agent snyk fork,427
ID_1388,rhel os support rhel yet,438
ID_1390,change,480
ID_1391,add deprecation notice node user using,246
ID_1392,unable use snyk cli python pipfile based projects,253
ID_1393,fatal error ineffective mark compacts near heap limit allocation failed javascript heap memory,270
ID_1394,connection timeout,208
ID_1395,remove extraneous ignore entries snyk file,52
ID_1396,dependency ansi escapes breaks node backwards compatibility technically,160
ID_1397,go removed snyk snyk cli docker,383
ID_1398,segfault alpine binary v,391
ID_1399,working pnpm,396
ID_1400,snyk find pom files multi module maven project,49
ID_1401,snyk alpine binary fails official python docker,235
ID_1402,alpine linux binaries fail checksum,235
ID_1403,daemonless docker scanning inside snyk docker image podman,383
ID_1404,snyk protect crash react scripts,498
ID_1405,allowed multiple path snyk path,173
ID_1406,expose cli parameters environment variables,27
ID_1407,error snyk protect,427
ID_1408,snyk ignore command work without calling snyk auth first jenkins pipelines,383
ID_1409,global install,197
ID_1410,snyk scan dockerfile image based distroless base latest,489
ID_1411,expected target framework present proj file,249
ID_1412,broken link readme around,156
ID_1413,error specifying dockerfile path,254
ID_1414,line prefixed jsondeps returned,365
ID_1415,updating urllib version clear issue,176
ID_1416,snyk test throws read property endswith undefined,468
ID_1417,feature request github pull request titles mention vulnerable package names,483
ID_1418,feature request automate policy updating,7
ID_1419,support poetry python projects,92
ID_1420,puts errors html output parameters snyk,374
ID_1421,snyk hangs add verbose mode sbt,362
ID_1422,snyk wizard hangs node x,316
ID_1423,error complicates testing repository multiple packages,253
ID_1424,commit convention awareness,139
ID_1425,bower support,59
ID_1426,unpublished package list longer included npm module snyk test unpublished longer works,49
ID_1427,support packageurl test api,153
ID_1428,snyk files sometimes ignored,147
ID_1429,feature request check node js version,7
ID_1430,one transient npm dependency missing license file,380
ID_1431,windows incompatibility due,332
ID_1432,install remediation policy fix vulnerabilities,112
ID_1433,support multiple package file types single run,209
ID_1434,cli error testing multiple projects,253
ID_1435,error travis node,217
ID_1436,incorrect assumptions patch binary,225
ID_1437,snyk web console unaware ridden dependencies pom xml local snyk test passes web shows vulnerabilities,49
ID_1438,allow overriding package manager detection,277
ID_1439,supported external module,26
ID_1440,arrow keys work,279
ID_1441,command line snyk wizard feature request apply previous decision,116
ID_1442,reducing dependency tree snyk,49
ID_1443,mark issue non exploitable non top level package,460
ID_1444,request support jspm,483
ID_1445,utf bom package json causes failure detect node project,258
ID_1446,add jwt support,290
ID_1447,graceful behaviour snyk api error,253
ID_1448,feature request snyk watch cli app,483
ID_1449,misdetection vuln path dependencies originate git url,240
ID_1450,feature documentation undocumented programmatic api,445
ID_1451,snyk protect vulns foreach function,498
ID_1452,snyk cli respect new lines end package json file,20
ID_1453,provide typescript binding main snyk entrypoint,1
ID_1454,offer oauth workflow api key registration,220
ID_1455,find profile file passing path,226
ID_1456,snyk windows support snyk protect requires unix patch utility,427
ID_1457,snyk test finds vulnerabilities snyk io,49
ID_1458,devdependencies packages saved dependencies using wizard,322
ID_1459,semgrep v flag error,153
ID_1460,metavariable range multi line string yaml incorrect,476
ID_1461,latest semgrep severity filter broken,367
ID_1462,min version max version mismatch skip rule unknown fields,264
ID_1463,semgrep scan longer allows use output flag v,153
ID_1464,docker container tagged permission error github runners,235
ID_1465,semgrep login work either github gitlab identity provider,27
ID_1466,autocomplete zsh errors config given,467
ID_1467,julia match throws error,253
ID_1468,dockerfile allow match,209
ID_1469,yaml excessive capture matching sequences,131
ID_1470,test ignores include path,202
ID_1471,mishandling make go slices vs channels,390
ID_1472,feat rule syntax support metavariable type field python,290
ID_1473,taint propagating objects anonymous type c,170
ID_1474,expiration date check metavariable comparison condition,438
ID_1475,connecting semgrep registry nexus repository,57
ID_1476,integer constant propagation behavior incorrect,408
ID_1477,aliengrep leading trailing ellipses anchored,380
ID_1478,extract mode let us specify rules run extracted target,249
ID_1479,strange indentation findings test check py test terminal output,348
ID_1480,allow semgrep integrators specify name,468
ID_1481,javascript match anonymous function specifically,289
ID_1482,scala write pattern match every try catch,251
ID_1483,dockerfile support single quoted strings dockerfile,209
ID_1484,spurious error appeared suddenly,69
ID_1485,duplicate search mode matches target explicit cast,325
ID_1486,typescript javascript arrow function fixed replaced properly,289
ID_1487,simple taint analysis failing rust,314
ID_1488,could open browser tab automagically,411
ID_1489,add support js ts property access equivalence,168
ID_1490,json output format local variable taint sink associated value,298
ID_1491,include bitwise operators metavariable comparison,277
ID_1492,literal metavariables work julia,131
ID_1493,metavariable pattern parse errors one rule skips rules,367
ID_1494,kotlin multiple extends support,143
ID_1495,php function call matching case insensitive,289
ID_1496,constant propagation fails consider branches conditionals,251
ID_1497,nosemgrep working yaml file,238
ID_1498,semgrep respect ignores argument used,171
ID_1499,semgrep match return without semicolon rust,289
ID_1500,install via pip causes version semgrep downloaded,92
ID_1501,deep semgrep fails wrong generic error message,142
ID_1502,taint query matches untainted vars,113
ID_1503,semgrep cli command generate rule starter,305
ID_1504,interfile getting bytes read total expected bytes exception asyncio,78
ID_1505,engine fatal error python pattern,131
ID_1506,python taint flow arg,87
ID_1507,use pcre rather ocaml regexps string literal patterns,270
ID_1508,filenotfounderror symbolic link points non existing file,335
ID_1509,work properly golang code,131
ID_1510,constant propagation top level arithmetic working,473
ID_1511,java regression longer match,480
ID_1512,javascript string literal captures incorrectly include quotes,90
ID_1513,linq queries match opportunistic string matching,131
ID_1514,python make constant folding work string formatting,149
ID_1515,support super semgrep pattern java,289
ID_1516,add direct module reference rust,49
ID_1517,c loops seemingly matched patterns,347
ID_1518,extract mode ignoring destination language,14
ID_1519,rust language beta support mega issue,219
ID_1520,kotlin metavariables string literals working,131
ID_1521,bug semgrepignore parsing logic colon directive,248
ID_1522,lua patterns work,375
ID_1523,go symbolic propagation working function,239
ID_1524,add dataflow traces sarif output formatter,153
ID_1525,initialize block parse error,137
ID_1526,labels applied correctly taint rule,493
ID_1527,need way detect special mounted secrets syntax dockerfiles,95
ID_1528,symbolic propagation failed including cast type java,239
ID_1529,infer search language current directory,226
ID_1530,use autofix remove code,461
ID_1531,php literal metavariables,131
ID_1532,php tainted matched cases,440
ID_1533,metavariable pattern match expected metavariable explicitly described string python,131
ID_1534,taint mode identify python keyword arguments source,444
ID_1535,add new operator pattern missing pattern found,239
ID_1536,semgrep tries parse elm files even though support elm,100
ID_1537,autofix fails insert necessary parentheses,302
ID_1538,autofix mangles typescript expression containing parentheses,239
ID_1539,add handle export function pattern,285
ID_1540,semgrep support typescript pattern syntax,289
ID_1541,taint data flow c correctly propagate statements,444
ID_1542,keyword javascript behave correctly taint,444
ID_1543,taint mode interpret function parameters deep,444
ID_1544,symbolic propagation propagate,239
ID_1545,question search array rules,263
ID_1546,allow bitwise operations metavariable comparison,277
ID_1547,python constant propagation failure,149
ID_1548,ignoring multiple rules nosemgrep produces warnings,435
ID_1549,metavariable comparison var list construction work,131
ID_1550,issues scanning long lines mode,410
ID_1551,semgrep test fail case parsing error target,367
ID_1552,improvement matching function call,289
ID_1553,list metavariable working c,131
ID_1554,ignore unrelated yaml files rulesets,460
ID_1555,semgrep go regression false positives reported,13
ID_1556,many matches solidity unchecked blocks,2
ID_1557,support output templates,153
ID_1558,taint mode interpret function parameters,444
ID_1559,unsupported ellipsis symbolic propagation option,239
ID_1560,class property parsed java,306
ID_1561,false negative detections using basic operator expression,245
ID_1562,error running rules bytes read total expected bytes,78
ID_1563,metavariable regex literal end string gives regex error,131
ID_1564,taint mode bug matching foreach statement,444
ID_1565,semgrep test scan current directory docker,100
ID_1566,tweak pre commit hook add error make default flags non overridable,218
ID_1567,taint mode pattern sanitizers conflicting incorrectly missing findings,444
ID_1568,semgrep readme md broken contributing link,156
ID_1569,php replacing strangely alters findings,414
ID_1570,inconsistent playground behavior,130
ID_1571,pattern negate formula,465
ID_1572,metavariable pattern requires metavariable every pattern,131
ID_1573,users expect propagate constants function calls,365
ID_1574,regression inline join taint working anymore since,480
ID_1575,semgrep properly handle metavariables python decorators,399
ID_1576,regex negative lookahead backreferences failing match correctly,455
ID_1577,getting error executing njsscan,114
ID_1578,support destination language extract mode,219
ID_1579,fingerprint field missing sarif output present json output,153
ID_1580,rust declarations include last element,368
ID_1581,support named capture groups,231
ID_1582,docker multi platform images linux arm amd,383
ID_1583,yaml matching sometimes captures much text,131
ID_1584,java regression name resolution,36
ID_1585,replace empty string,178
ID_1586,taint mode flow taint sinks inside comprehension,444
ID_1587,pull requests scans failing semgrep version git checkout,84
ID_1588,metavariable regex rule matching yaml files fails match occurrence unicode characters,131
ID_1589,list index range,498
ID_1590,line added semgrepignore list ignored paths someone app sec may want audit changes,475
ID_1591,add pagination selection gitlab groups,412
ID_1592,output missed incorrectly detected line test rather whole arrays,260
ID_1593,arrow functions sometime prevent matching,289
ID_1594,solidity semgrep match pattern either case metavariable pattern defined,289
ID_1595,taint mode interact correctly java iterators,113
ID_1596,pull requests scans failing semgrep version git fetch,84
ID_1597,executable check work correctly docker,383
ID_1598,java constructors modifiers patern detected,206
ID_1599,invalid version gitlab sast output,412
ID_1600,pattern match applied inside python statement,131
ID_1601,go support typed metavariables function parameters,290
ID_1602,boolean constant propagation behave correctly php,149
ID_1603,semgrep support named parameters php,289
ID_1604,metavariables work object reference scala,444
ID_1605,permissionerror errno permission denied src,138
ID_1606,semgrep test scan test file regardless directive,100
ID_1607,docker semgrep working directory location changed without notice,480
ID_1608,concerns around config auto,186
ID_1609,go unable match specific members within struct initialization using,239
ID_1610,metavariable pattern flagging php code,131
ID_1611,invalid sarif additionalproperty fixes exists instance allowed,428
ID_1612,generic dockerfile correctness multiple cmd instructions support healthcheck cmd,209
ID_1613,eliminate blank nodes unblock progress c c support,123
ID_1614,pattern returning expected results,304
ID_1615,const keyword compatible semgrep pattern matching c,375
ID_1616,using semgrep pattern mode result integer overflows semgrep core,298
ID_1617,js function arguments tracked taint mode,444
ID_1618,match beginning end line,20
ID_1619,invalid argument index bounds,107
ID_1620,fix parsing quoted strings rules stored json format,307
ID_1621,cpu seconds output docker running config auto,184
ID_1622,docker image fails fetch rules registry,235
ID_1623,support surrounding code around lambdas,188
ID_1624,dockerfile metavariables image aliases matching,290
ID_1625,junit xml join stacktrace,259
ID_1626,scala metavariable regex work import statements,375
ID_1627,scans broken buildkite,253
ID_1628,add environment variable disabling version checks,181
ID_1629,match private member functions typescript,47
ID_1630,make language extensions configurable,219
ID_1631,ruby regex interpolations caught wildcard matches,375
ID_1632,sanitizers appear work java,118
ID_1633,semgrep match javascript object property taint mode,444
ID_1634,improve error message failure empty positive terms,142
ID_1635,support xml elements typescript element value value,248
ID_1636,generic mode correctly identify hardcoded secrets yaml,209
ID_1637,non determinism language used parse patterns,227
ID_1638,ocaml matches leaving hanging closing parenthesis breaking autofix,390
ID_1639,flag make audit findings visible semgrep ci output,153
ID_1640,eliminate fatal dos c parser,270
ID_1641,ability ignore particular rule id ruleset running locally without app,449
ID_1642,combining taint mode join mode,444
ID_1643,allow metavariable pattern inherit variable environment parent,131
ID_1644,javascript object destructuring tracked taint mode,444
ID_1645,included sarif output,153
ID_1646,semgrep outputs findings even findings present,444
ID_1647,php function arguments default values correctly tracked,444
ID_1648,accept pattern importing type typescript imports,239
ID_1649,missing suppressions sarif output semgrep ci,153
ID_1650,cli line affected syntax error easier extract,176
ID_1651,allow multiple test case files per yaml file,449
ID_1652,scala taint analysis bug,444
ID_1653,ruby certain backslashes break regex matching,375
ID_1654,match expressions type casts expression,239
ID_1655,error running r c internal project depends version semgrep,264
ID_1656,scala functions work taint sinks,444
ID_1657,squiggly bracket object destructuring importing supported javascript typesecript,444
ID_1658,taint mode handle conditional assignment ruby correctly,113
ID_1659,fix metavariable ellipses sometimes match nothing fix necessary know,112
ID_1660,rule ids convertible integer cast floats,53
ID_1661,cli switch disable color output,20
ID_1662,ruby parser support arrow lambdas,102
ID_1663,ruby unless modifier correctly supported functions,39
ID_1664,python relaxing grammar restrictions decorators pep supported,431
ID_1665,lack support switch statement c c,290
ID_1666,generic mode pattern inside filtering hashtags,444
ID_1667,incorrect handling ellipsis metavariables,344
ID_1668,go parsing failure found unexpected raw string literal without delimiters,350
ID_1669,support regular expression capture groups metavariable regex,131
ID_1670,typeerror run,167
ID_1671,fix fix correctly format code multiple lines,307
ID_1672,wrong encoding output url post,128
ID_1673,dockerfile match,302
ID_1674,scala class constructor calls work taint sinks,37
ID_1675,ellipsis metavariable x work html mode,131
ID_1676,symlink handling differs scanning directories vs specific files,344
ID_1677,metavariable regex anchored,375
ID_1678,add sarif formatter code snippet,116
ID_1679,typescript tree sitter bug override,248
ID_1680,utf codec decode byte xff position,69
ID_1681,modulenotfounderror module named attrs since,59
ID_1682,specifying variable source using notation work,305
ID_1683,metavariables working used within deep expression typescript,239
ID_1684,update schema allow single rule config yaml without superkey,209
ID_1685,semgrep test syntax inconsistent confusing using paths files instead directories,158
ID_1686,assume newline end dockerfile patterns,209
ID_1687,allow cmd match cmd instruction,209
ID_1688,cli color control characters output error messages piped option used,20
ID_1689,add flag cli filtering rules,33
ID_1690,error message dump ast flag underscore instead dump ast flag,242
ID_1691,python decorators matched isolation,251
ID_1692,apply flag let us easily apply job r c,470
ID_1693,pre commit installs semgrep elf binary macs,180
ID_1694,semgrep throws error missing separator,367
ID_1695,high core time windows,417
ID_1696,ability match jsx tags zero props,179
ID_1697,jsx pattern matching instances div,67
ID_1698,warnings rendered stdout break json formatting gitlab json,298
ID_1699,semgrep prints non zero findings count shows results,171
ID_1700,invalid sarif export rules owasp cwe metadata array,359
ID_1701,ability match within multiline python strings,302
ID_1702,poetry install mac os distributes elf binary,42
ID_1703,javascript lang correctness useless eqeq eqeq bad false positive,72
ID_1704,changing policy semgrep app rule board appear update github pr comments,81
ID_1705,join mode respect exclude options,190
ID_1706,unexpected new line n character json output,308
ID_1707,typed metavariable support c,290
ID_1708,scala string interpolator rules match,177
ID_1709,semgrep missing highlight text output mode,298
ID_1710,agent gives ambiguous warning file syntax error,100
ID_1711,work,367
ID_1712,include extra lines output vim output,298
ID_1713,php support matching types function parameters,289
ID_1714,nosemgrep requires path config file unexpectedly,155
ID_1715,support action delete lines,136
ID_1716,semgrep dev playground converts language python,264
ID_1717,semgrep detect java files directory named test default semgrepignore,100
ID_1718,literal string patterns seem confuse,270
ID_1719,homebrew deploy action broken due updated python version,262
ID_1720,unit test pattern regex always fails locally,464
ID_1721,ruby pattern parse error parameter name value key pair,47
ID_1722,ts match annotated variables,301
ID_1723,js taint propagate arrays,444
ID_1724,semgrep trying scan supported languages file ruby rule regression,180
ID_1725,semgrep installing wrong binary darwin,302
ID_1726,bash mode propagate dataflow backticks,252
ID_1727,semgrep found error thrown valid rules valid code,227
ID_1728,semgrep fatal error scanning certain invalid syntax like,367
ID_1729,uname process close running linux os,287
ID_1730,support xdg base directory specification,87
ID_1731,taint mode variables exposed messages join mode,444
ID_1732,crash non existent file,332
ID_1733,ensure users surprised config auto log semgrep registry project url,240
ID_1734,semgrep fails method brace new line class expression,289
ID_1735,semgrep reports invalid configuration file running homedir,57
ID_1736,limit result function argument,68
ID_1737,rust parse error unexpected,47
ID_1738,rust parse error allow attribute,289
ID_1739,autofix overwrites wrong line multiple multiline matches second example,302
ID_1740,support ellipsis metavariables parameters,290
ID_1741,match constructors java,289
ID_1742,python semgrep always highlights one extra character,302
ID_1743,newlines sometimes break patterns go,414
ID_1744,support solidity smart contract language,153
ID_1745,hardcoded color output,98
ID_1746,metavariable pattern broken applying yaml,367
ID_1747,crash metavariable regex applied result constant propagation,131
ID_1748,python argument metavariable match argument default value,216
ID_1749,early exit encountering false positive running rules tests,233
ID_1750,cli deprecate output,408
ID_1751,generic mode find cmd match,209
ID_1752,generic mode bind environment variables metavariables,131
ID_1753,scala annotations sometimes matched,340
ID_1754,taint mode php work object method called,444
ID_1755,raises error,105
ID_1756,pre commit semgrep trying scan supported languages file python rule,180
ID_1757,php stack overflow big list pattern inside,498
ID_1758,fp string constant inference correct non literal require,178
ID_1759,taint tracking across mulit golang src files,113
ID_1760,add whole semgrep rules check rules id different fields,433
ID_1761,golang taint tracking,113
ID_1762,patterns anchors inserting statements autofix,375
ID_1763,php sanitize side effect work,149
ID_1764,java control flow analysis false positive,68
ID_1765,autofix python exit sys exit work,149
ID_1766,python write pattern find useless list comprehensions,442
ID_1767,semgrep tries analyze png files crashes,100
ID_1768,taint mode appears broken languages,113
ID_1769,kotlin metavariable equality statements,290
ID_1770,inconsistent error behavior configs,261
ID_1771,missing detection try method value,236
ID_1772,python rules match list comprehension correctly,179
ID_1773,golang metavariable capture curly braces,131
ID_1774,auto soft stack limit increasing correctly handle hard limit unlimited,48
ID_1775,sarif put failing github actions,412
ID_1776,use semgrepignore,466
ID_1777,blockingioerror errno write could complete without blocking py subprocess module,95
ID_1778,matching javascript arrow functions defined class,289
ID_1779,interpret cli arguments,110
ID_1780,autofix broken import statements,375
ID_1781,jsx parse failure unexpected,47
ID_1782,javascript taint mode matching sinks prefixed operator,444
ID_1783,js somehow parses lua,429
ID_1784,running js file gives,155
ID_1785,bad settings format please check remove settings yaml,337
ID_1786,constant propagation understand synchronized construct,149
ID_1787,kotlin support ellipsis class body,290
ID_1788,kotlin pattern parsing errors using ellipsis metavariables parentheses,239
ID_1789,advanced editor playground check rules empty values,7
ID_1790,bash fix string concatenation,307
ID_1791,keep quiet output silent,423
ID_1792,config auto detects wrong project url,240
ID_1793,constant propagation happening mistakenly try catch,251
ID_1794,constant propagation understand array destructuring,334
ID_1795,fast skips target bash,192
ID_1796,js parse error metavariables strings duplicate lines,444
ID_1797,js template strings considered taint sink,444
ID_1798,c metachecker expression statement pattern sizeof matching expressions sizeof,375
ID_1799,pattern matching work,375
ID_1800,semgrep ci scan sections file applicable different,61
ID_1801,catch pcre exception raised eval generic,281
ID_1802,print pcre exceptions properly,281
ID_1803,bad highlighting pattern regex matches incorrect number matches,375
ID_1804,js mismatch ellipsis behavior expression vs statement position,290
ID_1805,support target subshells,17
ID_1806,php import aliasing php,47
ID_1807,semgrep parse entity entity global entity,330
ID_1808,conditional expression matched deep expression,239
ID_1809,php problems constant propagation,149
ID_1810,tidle backtick string go matched,67
ID_1811,php recognizing const variables constant strings,149
ID_1812,fatal error failure null remove pattern either pattern inside pattern inside,131
ID_1813,parsing error terraform nested key value pairs,47
ID_1814,pattern x x matching terraform,131
ID_1815,php semgrep parse,289
ID_1816,semgrep core segfault stack overflow linux upgrade ocaml soon practical,45
ID_1817,support fetching org wide registry rules,483
ID_1818,python constant propagation resolve raw strings,149
ID_1819,bash else ignored matcher,225
ID_1820,semgrep resolve package java class base class import,289
ID_1821,cli early abort testing rule constellations,202
ID_1822,php arrow functions parsing error,47
ID_1823,autofix issue replacing python tuples,40
ID_1824,testing silently ignored inside directory,97
ID_1825,add invalid rule name semgrep validate sarif output,153
ID_1826,ruby rules match parameter less calls,177
ID_1827,write upgrade yaml,95
ID_1828,php generic metavariable pattern fn fp,131
ID_1829,improve error message pattern pattern,367
ID_1830,support pattern inside control flow,67
ID_1831,improve scope error checking,328
ID_1832,url self signed certificate used repository,106
ID_1833,taint mode express cases two sources taint need present,113
ID_1834,feature run rule inside folder specific pattern present file root folder,180
ID_1835,metavariables match javascript template strings,131
ID_1836,php taint match detected ternary operator assigned variable,205
ID_1837,improve surfaced semgrep core messages,367
ID_1838,semgrep crashes given yml file comments,57
ID_1839,java static imports distinguished regular imports,36
ID_1840,php taint array flagged tainted key tainted,440
ID_1841,autofix outputs first line body,116
ID_1842,allow bug reports semgrep dev playground false positives,71
ID_1843,support ellipsis rust items,290
ID_1844,incorrect pattern matching return object class import results correct,289
ID_1845,emacs flag include rule message code snippet,116
ID_1846,taint tracking produces duplicate findings,444
ID_1847,php metavariable matching inconsistency,131
ID_1848,work variables literals,131
ID_1849,typescript parse error default prop getter,248
ID_1850,let semgrep wrapper know skipped files,417
ID_1851,crash empty file blanket pattern regex,226
ID_1852,ellipsis class definition accepted c,47
ID_1853,specify json sarif together get types output command,344
ID_1854,nosemgrep comments typescript seem ignored,385
ID_1855,autofix lose first parenthesis java cast expression,239
ID_1856,gracefully handle weird scalars yaml config,303
ID_1857,git submodules break scan target identification generic language,349
