unique_id,title,cluster
ID_2720,type hints methods using pep result horizontal line bug description following type hints unwanted horizontal lines un escaped pipe symbols configuration response command used pylint output expected behavior would expect proper handling type hints pylint version os environment response additional dependencies response,325
ID_2721,discourage collections namedtuple favor typing namedtuple current problem using python collections namedtuple archaic flagged upgrading desired solution collections namedtuple seen recommend using typing namedtuple instead additional context response,50
ID_2722,astroid exception error fatal error checking c users ulisp documents computer projekte djac launchpad admin py bug description following similar error shown opening django project file vscode c users ulisp documents computer projekte djac launchpad admin py fatal error checking c users ulisp documents computer projekte djac launchpad admin py please open issue bug tracker address pre filled template use c users ulisp appdata local pylint pylint cache pylint crash txt parsing following file pylint crashed astroiderror following stacktrace configuration response command used pylint output expected behavior open file vscode without showing error pylint version os environment windows vscode python additional dependencies appdirs distlib filelock six virtualenv,334
ID_2723,type hinting return type nullable renders bug description hi following code produces meaning considered part type hint current workaround revert back like correctly produces think handling new syntax nullable missing would explain working configuration see bug description python os environment response additional dependencies response,325
ID_2724,proper detection unused variable current problem example pycharm signal basic issue code case pylint desired solution would great pattern included w unused variable additional context response,42
ID_2725,lower severity message calling distinct positional arg variadic keyword arg name current problem writing function defeat point pep positional argument left default later variadic positional keyword argument e g good example adapted pep see name actually positional bad example see name completely ignored desired solution suggest new warning e g additional context inspired,326
ID_2726,allow wrapping implicitly concatenated strings parenthesis current problem internally enabled option also allow wrapping implicitly concatenated strings parenthesis done internal patch pylint years ago example code raises line good catch bugs missing commas long strings must put multiple lines currently need use explicit str concatenations think also fine use implicit str concatenations wrapped inside parenthesis desired solution introduce opt option enabled allow use parenthesis additional context wdyt agree send patch,332
ID_2727,w still giving wrong suggestion cases bug description following code pylint detects nested call suggests remove inner leads type error configuration response command used pylint output expected behavior least give wrong suggestion ideally give right one like instances problem recently addressed instance get working suggestion replace could suggest case add case one could course even smarter may specific pylint version os environment response additional dependencies response,325
ID_2728,pyreverse duplicate arrows bug description similar field type declarations assignments recorded separately resulting duplicate arrows example configuration response command used pylint output expected behavior one arrow per field pylint version os environment response additional dependencies response,325
ID_2729,observe setting bug description python convention variable name consisting entirely underscores considered placeholder used value needs assigned somewhere actually care thus warnings emitted variable unused overwritten changing type however another common convention import translation function convenience thus current best practice use names two underscores placeholders configuration response command used pylint output expected behavior emitted module imported name consisting entirely underscores pylint version os environment win additional dependencies response,325
ID_2730,pyreverse add option ignore classes without relationships current problem class diagrams great understanding relationships classes class diagrams produced pyreverse include classes including relationships objects clutter diagrams example seven unconnected nodes desired solution would nice option exclude unconnected classes class diagram option enabled pyreverse would display classes kind relationship classes additional context maybe package diagram,161
ID_2731,new rule detecting incorrectly placed current problem pep section mentioning details place right module docstring multiple times gotten ide warning saying go module discover placed somewhere randomly within module missed presence e g middle bottom somewhere beside top desired solution desired solution new rule expansion current rule throw error warning placed somewhere besides immediately module level docstring additional context may also wrong tool rule sure pylint cares stuff like,161
ID_2732,v regression related w preferred modules bug description v release broke w rule making match trigger partial string match working fine v need disable preffered modules moment configuration command used pylint output expected behavior error pylint version os environment response additional dependencies response related,325
ID_2733,output format junit generates output bug description running pylint version parameter generates output running pylint version configuration folder files generates xml output executes mentioned dependencies pylint junit junit xml configuration configuration pylintrc file command used pylint output none expected behavior generate xml based results pylint version pylint astroid python tags v db ff jun msc v bit amd os environment windows additional dependencies pylint junit junit xml,330
ID_2734,clear pylint lru caches using bug description many times day process launched takes several gb memory uneager release reported fairly straightforward reproduction steps result credibly claims reported configuration command used pylint output expected behavior irrelevant pylint version os environment windows h additional dependencies response,330
ID_2735,support globbing pattern input specification current problem mentioned let us consider supporting cc sassoulas desired solution add globbing support right line additional context response,50
ID_2736,constant name conform warning statement instead declaration bug description configuration response command used pylint output expected behavior pylint warn incorrect variable name line variable defined line used statement pylint version os environment windows additional dependencies response,325
ID_2737,add option forcefully ignore inline disable messages specified errors current problem quite big repository plenty contributors sometimes disable comments needed code want appear example want eval used code even pylint disable eval used comment added would nice add option config file command line enforce error checks specified errors even disable comment added desired solution let us say code like run pylint file get error would like run command like pylint enforce check eval used even though disable comment used get error listed module eval eval py w use eval eval used additional context response,142
ID_2738,prevent usage current problem code blocks always executed inside possible overwrite return value desired solution statements finally block additional context return value function determined last return statement executed,250
ID_2739,use better default colors current problem current default colors used specifying visually pleasing probably also colorblind friendly desired solution replace current default colors additional context see discussion,50
ID_2740,ignore class level attribute declarations bug description attribute declared class level type annotation assigned value currently displayed twice diagrams however ignored type information picked note value assigned class level attribute class attribute attributes defined instance attributes exist independently one another class attribute shown static attribute underline see also discussion issue configuration response command used pylint output expected behavior show attribute pylint version os environment response additional dependencies response,255
ID_2741,pyreverse add option exclude standard library current problem creating class diagrams option exclude imports standard library add lot information may completely relevant depending desired solution would good add cli option exclude standard library imports similar show builtin false builtins additional context response,161
ID_2742,false positive bug description suggests however function takes iterable instead multiple inputs nested min max rewritten single statement rewrite raise configuration response command used pylint output expected behavior warnings pylint version os environment response additional dependencies response,325
ID_2743,run api stringio textreporter capturing output stream output format json bug description running following mwe return report expected format json instead prints json formatted report rather capturing stream returning reporter per docs default formatted output returns report expected note print occurs maybe method set correctly configuration issue caused migrating returned directly output options detailed following api docs configuration response command used pylint output reporter expected behavior gives pylint version os environment macos monterey additional dependencies astroid dill isort lazy object proxy mccabe platformdirs pylint tomli tomlkit typing extensions wrapt,330
ID_2744,support implicit namespace packages pep current problem desired solution support implicit namespace packages pep additional context response,161
ID_2745,reserving blocks codes plugin current problem using pylint plugin find print statements code often left behind debug unfortunately plugin stopped working pylint uses assigned new nested min max check bug report pylint print see desired solution two solutions issue adopt pylint print within pylint would solve immediate issue allow rd party plugin reserve block pylint codes issue stops reoccurring additional context response,121
ID_2746,idea pyreverse distinguish functional imports type checking imports current problem pyreverse generates graph depicts import dependencies modules distinguish imports used runtime functionality imports used type checking imports behind flag desired solution would neat different kinds import dependencies distinguished graph example regular imports could notated straight line currently case type imports could notated squiggly line would possible tell glance sort relationship different modules really additional context response,161
ID_2747,feature request implicit flag overlap current problem following behaviour seemed confusing note desired solution reason happens types designed setwise operations bitwise operations case composed internally considers alias include iterating members flag message something along lines could emitted relevant checker scanning class declaration additional context response,161
ID_2748,pylintrc parent directories anymore found unless directory bug description configuration stored one works children directories config read parent directories configuration command used pylint output expected behavior config searched repo root least pylint version os environment arch linux additional dependencies response,231
ID_2749,crash mongoengine pydantic bug description configuration command used pylint output expected behavior pylint exits peacefully pylint version os environment response additional dependencies pylint mongoengine pylint plugin utils pylint pydantic pydantic mongoengine,231
ID_2750,new check top loop current problem uncommon pattern check condition top loop break condition met instance pylint codebase desired solution would straightforward less verbose negate condition move expression add new check following circumstance loop condition generally constant condition first statement loop body statement first statement body statement case emit suggestion negate condition move know name warning suggestions welcome additional context response,297
ID_2751,grammar error c text bug description grammar error c text c formatting regular string could f string consider using f string used unrestrictive clause could f string restrictive clause configuration response command used pylint output expected behavior pylint proggy py c formatting regular string could f string consider using f string pylint version os environment fedora additional dependencies response,231
ID_2752,add new unused variable warning clobbering value never gets used current problem recently encountered bug inadvertently clobbered important value example code like correct code would use different loop variable avoid clobbering original value key desired solution would great get warning overwriting value ever use alternatively pylint might able warn reusing existing non loop variable loop variable variable already value clobbered additional context response,282
ID_2753,pep false positive bug description thinks package name due implicit namespace configuration command used pylint output expected behavior cyclic import detected pylint version os environment response additional dependencies response,325
ID_2754,modulenotfound error pylint django plugin bug description starting pylint running pylint django project plugin enabled results exception bisecting points commit c ec b e f one exposes issue reason exception occurs opens plugin attempts import django settings module however import path fixed point module found thus exception already fix working machine thus hope pr ready shortly configuration command used pylint output expected behavior normal output without crashing e g pylint version os environment ubuntu additional dependencies,331
ID_2755,pylint python debian tests test check parallel py tests fail hang indefinitely bug description running tests python makes tests test check parallel py either fail hang indefinitely last ed code ran python works fine running debian unstable astroid configuration response command used pylint output expected behavior unittests work pylint version os environment debian unstable additional dependencies response,169
ID_2756,suppressed importing modules parse syntax trees bug description following code produces following warning scanned output confusing triggered code scanned anything pylint uses internally configuration response command used pylint output expected behavior would expect something related setuptools scanning code pylint think mostly toxic interaction setuptools pip imports pylint astroid could suppress warnings wrapping imports needed ast parsing context manager something along lines pylint version os environment response additional dependencies response,231
ID_2757,better message documentation add various templates able handle messages current problem messages follow generic template good code bad code triggered easily among internal errors x astroid error configuration errors x b bad plugin value code require multiple examples already multiple example mixed existing files missing final newline symbol symbol z todo messages depend multiple file dependency trigger x import error x cyclic import x import self x duplicate code x n non ascii file name x many lines hard meaningless parity behavior bad good creating new file often solution x b bad file encoding need handled generating part c c extension member one going hard trigger beginner x r relative beyond top level desired solution need create templates message generate proper skeleton internal errors probably message stating never encounter one please open issue configuration errors bad toml good toml tests close good py bad py maybe running dummy empty file code require multiple examples handle multiple example gracefully right add longer example multiple part additional context sphinx extension generates pages needs modified see,349
ID_2758,pylint escape strings outputting messages bug description confirmed happens know errors apply maybe use instead representing values also happens characters color code example everything colored green configuration command used pylint output expected behavior pylint version os environment response additional dependencies response,231
ID_2759,specify numbers newlines empty string rcfile question want add using example help got work quoting work double quotes quotes single quotes output anything related valid magic values documentation future user expect details rcfile works located additional context downloaded,142
ID_2760,false negative dangerous default value bug description configuration response command used pylint output expected behavior w dangerous default value argument dangerous default value pylint version os environment ubuntu additional dependencies response,330
ID_2761,lint warn non empty generator functions current problem pep says generator function also contain return statements form return note expression list allowed return statements body generator would nice gpylint checked cases functions containing non empty warning otherwise lead surprising errors example consider following easy error make run method return length iterator course replaced desired solution would nice gpylint checked cases functions containing yield non empty return warning additional context apologies duplicate quick skim see anything,250
ID_2762,option dump config file warnings disabled current problem say started working legacy codebase written people around anymore people use pylint code place would like run pylint inundated huge wall warnings difficult tell important opinion case much stuff know begin one way deal enable warnings gradually like requires knowing warnings help problems know problems desired solution would like able run pylint instead displaying warnings dump config file triggered warnings disabled look list enable e cut disable warnings one one perhaps could sorted severity category additional context response,124
ID_2763,new check useless setattr getattr current problem normally used getting setting fields known runtime sets field exact field set depends value variable similar powerful feature python great find jam also introduces lot instability used unless really needed particular used field argument string need wait runtime know field selected says right equivalent simpler might think using string literal dynamic field access little baroque nonetheless seen real life codebase idea wrote way assumption strange artifact refactor desired solution flag uses string constants fields additional context response,278
ID_2764,call executed opened file call executed opened file e g homeassistant got warnings old config values fixed release originally posted,280
ID_2765,add confidence levels exceptions checkers current problem messages use confidence level course many locations need iteratively makes sense desired solution update code commit creating ticket link additional context response,161
ID_2766,support catching multiple exceptions introduced pep python current problem new syntax wrongly detected syntax error right desired solution handle new syntax additional context,161
ID_2767,prefer dict literal constructor current problem constructing using constructor avoided advantages may bit slower invalid code valid code desired solution create message finds highlights invalid code maybe extension additional context response,161
ID_2768,disable next tripped intervening comments bug description clumsy form commenting pylint directive adding directive often useful add explanation justification presently forced write rather clumsy form e g much natural write form work pylint applies disable next directive explanation statement question going violates principle least surprise issue could solved ignoring comments indented relative directive example less desirable alternative alternatively pylint could accept form although presently accepted unambiguous clear directive refer comments follow related issues see also broader issue probably harder solve configuration response command used pylint output expected behavior directive affect statement comment following directive pylint version os environment response additional dependencies response,217
ID_2769,check duplication union type annotations current problem currently emit nothing following pattern simplified desired solution emit warning pattern detected union typehint containing type multiple times simplified potential name additional context issue reported although look like implemented type checker,161
ID_2770,make consider using augmented assign extension followed discussion around check might come already implemented optional extension tell obvious benefit using augmented assignment regular one going creates lot unnecessary noise similar checks like one assignment expressions also optional originally posted codestyle full extension,168
ID_2771,check class attribute order current problem enforcing order class attributes like private static class normal methods properties magic method makes reading code smoothly viewer knows expect find desired information desired solution would great would check enforcing order beside default order possible configure additional context inspired plugin,161
ID_2772,check imports needed type annotations current problem imports needed type annotations placed block avoids circular imports runtime unnecessary loading modules desired solution would great would detect imports placed block unless used must also detect imports placed block must quoted wherever used also detect way round imports used type annotations place block valid additional context inspired plugin,161
ID_2773,name module respect patterns ignored modules bug description supposed support unix style pattern matching case check whereas check checks exact matches already fixed issue submit pr moment minimal example py command used pylint output expected behavior error pylint version os environment response additional dependencies response,325
ID_2774,suggest arguments min max functions current problem python users may unaware functions allow two arguments desired solution expressions form replaced simpler additional context response,332
ID_2775,type checks guards fooled import alias bug description configuration default command used pylint output expected behavior whether type checking imported typing called typing type checking imported alias matter whether type checking called looked code realize difficult bug fix probably would involve putting mock around typing type checking module imported ast tree report whether type checking context might bug left open think actual issue might resolved python syntax similar typescript collections import type defaultdict noticed issue overload mypy properly recognizing overload decorator solution something could see pain constantly update statement top module adding types project uses standard importing typing top module easy know always available min py version goes lot less thanks amazing tool pylint version os environment macos additional dependencies none,349
ID_2776,pylint j stdout redirect fails recursionerror bug description pylint run multiple processes j flag stdout redirected file throws recursionerror infinitely command without stdout redirection runs properly configuration response command used pylint output expected behavior pylint works correctly without stdout redirection pylint version os environment ubuntu lts additional dependencies response,330
ID_2777,output format pylint gitlab gitlabcodeclimatereporter working since x bug description starting point work following package versions generated dummy py following content start pylint output totally fine afterwards change output format output totally fine update pylint x e g observe following output example default output format still working issue output example using pylint gitlab gitlabcodeclimatereporter output format generate output issue case described issue absolutely console output checked returned error level cases seems fine configuration response command used pylint output expected behavior console output shall generated pylint version os environment windows bit python reproduce also linux docker python additional dependencies response,334
ID_2778,messages seem unreachable question messages seem unreachable e way trigger currently main reason behind maximum minimum versions emitting messages compared since pylint requires python always greater equal hence never satisfy two checkers configuration option probably taken account seem happen moment related possibly different issue since pylint taking current runtime instead run checkers check would always false probably removed documentation future user expected behaviour either option used decide message may emitted messages removed would happy contribute cases smile additional context sure correct type issue chose question seem fit bug report enhancement proposal sorry got wrong requested open issue,245
ID_2779,method variadic args kwargs reports instead bug description configuration response command used pylint output expected behavior expected see method rather latter quite confusing method arguments pylint version os environment kubuntu lts additional dependencies response,325
ID_2780,overgeneral exceptions work exceptions outside builtins bug description configuration response command used pylint output expected behavior expected get message line happening regardless whether also reproducible making whole package referring exception class using name personally think would best way specifying non builtin exceptions seems vastly limit usefulness pylint version os environment kubuntu lts additional dependencies response,231
ID_2781,check raise exception baseexception current problem linting codebase lot statements bad practice makes impossible write narrow exception clauses desired solution forgive missed far tell check currently exist check fail instance raised directly,278
ID_2782,pylint crashes importing submodule module name current file bug description let us say following directory structure content generate result using crashes pylint see traceback note works probably regression configuration response command used pylint output content parsing following file pylint crashed astroiderror following stacktrace expected behavior pylint crashes pylint version os environment response additional dependencies response,334
ID_2783,add minimal option pylint generate toml config current problem produce lines toml config comments lot text understand search edit compared configuration tools create far less chatty version strips settings match pylint default nonessential comments desired solution default value trimmer could used slim existing toml configurations run post process additional context pycqa astroid,142
ID_2784,pylint confusing exitstack asyncexitstack used bug description pylint confusing exitstack asyncexitstack analyzing two different modules using consider minimized example following two modules sync py async py configuration response command used pylint output expected behavior finding finding finding finding pylint version os environment windows reproduced also ubuntu lts additional dependencies response,325
ID_2785,unsafe load extension ignored bug description since pylint emits many warnings like following enabling disabling option make difference adding relevant cython extension modules explicitly via seems help least silences warnings configuration response command used pylint output pylint astroid python os environment windows computer linux travis ci additional dependencies response,231
ID_2786,leaks whole block followed empty line bug description create virtual environment e g run activate virtual environment e g run install pylint e g put contents file run see issue configuration response command used pylint output expected behavior expected second unused variable reported case putting empty line line suppressing errors example output probably would also fine empty line comment line suppress simply work issue appears intended suppresses unused variable next line also things supposed pylint version os environment ubuntu python shipped system additional dependencies response,217
ID_2787,let pyreverse show abstract methods differently current problem currently way distinguish abstract methods desired solution abstract methods shown italic uml diagrams propose get idea shows also italic cc additional context response,161
ID_2788,exclude protected using class name attribute name astroid qname instead attribute name current problem right name taken account example want make os exit permissible would make x exit permissible desired solution use qname instead allow one class attr combination additional context see,326
ID_2789,false import errors pip bug description summary pylint incorrectly reports recent pip versions environment uses project confirmed normal runtime import errors pylint errors pip import pylint plugins local project also affected bug following change pip may relevant support editable installs projects pyproject toml use build backend supports pep create project env configuration response command used pylint output expected behavior import error earlier pip versions pylint version os environment response additional dependencies pip,331
ID_2790,homepage pypi org leads non existing page bug description open click hompage page opens exist configuration command used pylint output expected behavior correct page linked pylint version os environment n additional dependencies n,231
ID_2791,Crash bug description parsing following file pylint crashed astroiderror following stacktrace issue title crash python support information hafas based train systems future import annotations pyhafas import hafasclient pyhafas profile import dbprofile homeassistant config entries import configentry homeassistant core import homeassistant const import domain icon mdi train async def async setup entry hass homeassistant entry configentry bool set hafas config entry hass data setdefault domain hass data domain entry entry id hafasclient dbprofile debug true return traceback recent call last file usr local lib python site packages pylint lint pylinter py line check file check astroid module ast node file usr local lib python site packages pylint lint pylinter py line check astroid module retval self check astroid module file usr local lib python site packages pylint lint pylinter py line check astroid module walker walk node file usr local lib python site packages pylint utils ast walker py line walk self walk child file usr local lib python site packages pylint utils ast walker py line walk callback astroid file workspaces ha core pylint plugins hass enforce type hints py line visit functiondef self check function node match file workspaces ha core pylint plugins hass enforce type hints py line check function valid type expected type annotations key indexerror list index range exception direct following exception traceback recent call last file usr local lib python site packages pylint lint pylinter py line check files self check file get ast check astroid module file file usr local lib python site packages pylint lint pylinter py line check file raise astroid astroiderror e astroid exceptions astroiderror python support information hafas based train systems future import annotations pyhafas import hafasclient pyhafas profile import dbprofile homeassistant config entries import configentry homeassistant core import homeassistant const import domain icon mdi train async def async setup entry hass homeassistant entry configentry bool set hafas config entry hass data setdefault domain hass data domain entry entry id hafasclient dbprofile debug true return true traceback recent call last file usr local lib python site packages pylint lint pylinter py line check file check astroid module ast node file usr local lib python site packages pylint lint pylinter py line check astroid module retval self check astroid module file usr local lib python site packages pylint lint pylinter py line check astroid module walker walk node file usr local lib python site packages pylint utils ast walker py line walk self walk child file usr local lib python site packages pylint utils ast walker py line walk callback astroid file workspaces ha core pylint plugins hass enforce type hints py line visit functiondef self check function node match file workspaces ha core pylint plugins hass enforce type hints py line check function valid type expected type annotations key indexerror list index range exception direct following exception traceback recent call last file usr local lib python site packages pylint lint pylinter py line check files self check file get ast check astroid module file file usr local lib python site packages pylint lint pylinter py line check file raise astroid astroiderror e astroid exceptions astroiderror python support information hafas based train systems future import annotations pyhafas import hafasclient pyhafas profile import dbprofile homeassistant config entries import configentry homeassistant core import homeassistant const import domain icon mdi train async def async setup entry hass homeassistant entry configentry bool set hafas config entry hass data setdefault domain hass data domain entry entry id hafasclient dbprofile debug true return true traceback recent call last file usr local lib python site packages pylint lint pylinter py line check file check astroid module ast node file usr local lib python site packages pylint lint pylinter py line check astroid module retval self check astroid module file usr local lib python site packages pylint lint pylinter py line check astroid module walker walk node file usr local lib python site packages pylint utils ast walker py line walk self walk child file usr local lib python site packages pylint utils ast walker py line walk callback astroid file workspaces ha core pylint plugins hass enforce type hints py line visit functiondef self check function node match file workspaces ha core pylint plugins hass enforce type hints py line check function valid type expected type annotations key indexerror list index range exception direct following exception traceback recent call last file usr local lib python site packages pylint lint pylinter py line check files self check file get ast check astroid module file file usr local lib python site packages pylint lint pylinter py line check file raise astroid astroiderror e astroid exceptions astroiderror pylint used via home assistant exception node asyncfunctiondef async setup entry l x f ff c file workspaces ha core homeassistant components hafas sensor py traceback recent call last file usr local lib python site packages pylint utils ast walker py line walk callback astroid file workspaces ha core pylint plugins hass enforce type hints py line visit functiondef self check function node match file workspaces ha core pylint plugins hass enforce type hints py line check function valid type expected type annotations key indexerror list index range homeassistant components hafas sensor py f homeassistant components hafas sensor py fatal error checking homeassistant components hafas sensor py please open issue bug tracker address pre filled template use root cache pylint pylint crash txt astroid error pylint astroid python main apr gcc os environment response additional dependencies response,349
ID_2792,suggestion checker detects magic numbers unnamed constants current problem thought would nice checker detects magic numbers aka unnamed constants standard languages allowed default numbers raise message unless would specified file might want use since really bad practice never error considered extension instead core checker according test nothing like would like proven wrong example shows error related magic number desired solution show messages type never error bad practice opinion additional context similar issue opened bit different complicated suggest see similar checkers exist,161
ID_2793,get pylint register custom checker missing step docs question hi first thanks supporting maintaining great ecosystem question trying make simple checker around custom formatting log strings followed every tutorial find within last years naturally looked guide however finding function described way get checker actually loaded pylint simply called module loaded sure see breakpoints top level module hit function tried setting argument tried using setting pylintrc additional step constraint missing implementation custom checkers docs simply making mistake code absolute bare bones first attempt stored file linting files directory execute thanks documentation future user expect guide creating custom checker contain everything needed section highlighting common easy mistakes assuming made mistake additional context searched stack overflow pre existing issues repo found anyone reporting report getting error finding module succeeding placing module pylint source experiencing,349
ID_2794,pyreverse duplicates using properties getters setters similar issue using pylint python minimal example get output way stop duplicates showing expected behavior originally posted,171
ID_2795,runner confounding results test methods tests added use pylint runner regular one patches optimal runner tests import namespace sensitive indeed proposing one test tests probably removed details summary different indicating pass using regular runner summary details first test also fails reality unexpectedly passes comparison another incorrect result cc,169
ID_2796,restore original value restore original value discovered working unrelated issue tested opening issue purely sake satisfying towncrier pre commit check requires issues bugfixes,285
ID_2797,removes first item running bug description line first item sys path removed think check ensure first item removing configuration response command used pylint output expected behavior check removing first item sys path pylint version os environment response additional dependencies response,330
ID_2798,bad names rgxs mangles regular expressions commas bug description since pylint splits commas option instead taking list strings commas regular expression result mangled parsed config demonstrates clearly causing pylint crash immediately configuration command used pylint output expected behavior would expect valid regular expression expressible option directly adding way escape commas issue worked around pylint version os environment pop os additional dependencies response,231
ID_2799,colorized output modify objects bug description noticed problem use colorized text output alongside plugin filed well agree plugin bug fixed within pylint use pylint gitlab reporter colorized text output run pylint see plugin receives messages modified causes exception plugin receives ansi color coded category instead simply modification happens inside suggested solution found way controlling order reporters processed behavior would problem one could ensure called last would suggest reporter changed work entrant manner modify original fields rather add extra fields e g keep list copies original objects configuration response command used pylint output expected behavior ansi colored output screen plus generated files pylint version os environment tested linux windows additional dependencies pylint gitlab,349
ID_2800,accept raise doc checked docstrings least one matching section bug description docstyle extension sometimes ignores accept raise doc option method invoked directly instead python minimal example w message displayed even accept raise doc option set true requires least one matching section def w issue dummy int sample function param dummy unused raise assertionerror configuration command used pylint output expected behavior expected behavior pylint display message pylint version os environment debian stretch additional dependencies response,231
ID_2801,suggest contextlib suppress instead try except pass along line suggesting standard library functions produce simpler code please consider suggesting replaces,332
ID_2802,default rcfile locations scanned even rcfile option specified bug description latest version pylint scans default rcfile locations even option valid rcfile path specified problematic caused permission error user access permissions pre determined default path default files configuration response command used pylint output expected behavior prior version least problem happen seem scan default rcfile locations option valid rcfile path specified similar think latest version later version also expected skip scanning default paths option valid path specified pylint version os environment ubuntu focal using docker image via additional dependencies response,330
ID_2803,add configuration file documentation example message current problem right show configuration used example could would show readers need done activate check extension standard optional check soon tm permits create simpler examples lowering values something sane e max line length instead character example max return values instead demonstrate options affect message desired solution show configuration used bad good use example configuration related message issue identify related options easy determine without reading code struggle much user show difference default value value used test default value need way show change handle duplication load plugins warning already message extensions right additional context initially discussed,162
ID_2804,w deprecated module pipes deprecated module bug description line raises w recommended module method configuration response command used pylint output expected behavior error message pylint version os environment response additional dependencies response,325
ID_2805,regex ignoring hidden directories work expected bug description running ignore hidden directories using discovered following pattern works one would expect regex would see character matches first explicitly using escaped period also match path ignored configuration command used pylint output expected behavior output examples pylint version os environment response additional dependencies response,325
ID_2806,highlight type annotations simplify current problem given annotations logically shortened thanks numeric tower mentioned peps taking thing suggest int removed union list float present degenerate common example happens mean union ie would become desired solution type annotation code logically correct could made concise suggest low importance lint warning case perhaps suggest float type union already implies int consider removing int somesuch wording want get long winded explanation additional context,332
ID_2807,typealias conforming pascalcase throw invalid name current problem python alias type know thus think follow type naming conventions e g pascalcase classes unless primitive words see really much different novel regards naming conventions think pylint tool help enforce desired solution please see code snippet restate think pylint error additional context see typealias pep use,161
ID_2808,emit message unhashable set items current problem following example leads typeerror since first item hashable desired solution emit message indicating typeerror additional context similar unhashable dict keys,312
ID_2809,emit message unhashable dict keys current problem following example leads key unhashable pylint currently emits nothing desired solution emit message indicating typeerror additional context noticed writing documentation checker note existing checker emits message key looked unhashable keys dict e,312
ID_2810,init hook longer supports quoted code bug report since pylint version longer supports quoted code pr function call removed example reproduce bug created small following contents contents contents contents purpose add directory python path pylint locate imports correctly current behaviour invoking pylint repository root unable import however pylint able import either unquote code downgrade pylint version expected behaviour running pylint able import environment information pylint version python version macos version,7
ID_2811,astroid error bug description upgrading seeing parsing pylint errors configuration command used pylint output expected behavior pylint works pylint version os environment response additional dependencies response,325
ID_2812,pylint hangs many core windows machines bug description use pylint chromium switching python pylint recently testing many core logical processor machine found pylint reliably hangs due known python bug multi processing machines possibly logical processors first hit bug last year discussed crbug com recently discovered pylint vulnerable running pylint command line could pass j value capped able figure cap jobs value invoking pylint lint run internally pylint cap parallelism python bug yet reported believe sorry fixed configuration command used pylint output expected behavior expect pylint run complete pylint version os environment windows additional dependencies response,330
