unique_id,title,cluster
ID_1347,recursionerror maximum recursion depth exceeded calling python object,42
ID_1348,prefer raising exceptions returning none,346
ID_1349,recursionerror max search layer,42
ID_1350,following option combination currently supported monitor json file output,118
ID_1351,snyk test incorrectly returns status failed get dependencies error occurs,287
ID_1352,introduce parameter disable snyk snyk default json output disable default,402
ID_1353,snyk ignore workspace packages validating dependencies yarn lock,29
ID_1354,failed running docker container,418
ID_1355,remove yarn workspaces make default behavior snyk,458
ID_1356,maintain eof linefeed package json,332
ID_1357,add flag ignore unfixed unpatched vulns docker scan,217
ID_1358,runs internally undesirable side effects,488
ID_1359,create property path string,418
ID_1360,read property undefined docker image without vulns cli,418
ID_1362,fails yarn v workspaces,66
ID_1363,snyk fails install yarn node despite node engine support,29
ID_1364,github snyk bot removing created new github branch pull request approved merged,127
ID_1365,add snyk dev dependency,29
ID_1366,less minor pr updates project snyk,327
ID_1367,snyk cli support k,315
ID_1368,make snyk protect fast,417
ID_1369,snyk io fixing gunicorn dependency,29
ID_1370,separate exit code project found,385
ID_1371,snyk monitor crashing v,417
ID_1372,pip unable skip platform check requirement txt feature request,315
ID_1373,snyk wizard broken version,29
ID_1374,error,5
ID_1375,projects generates lot noise package lock json files long path name,332
ID_1376,projects barfs stack traces missing node modules folders,376
ID_1377,snyk intergation sonarqube,374
ID_1378,snyk support maven wrapper mvnw,1
ID_1379,wizard remain indents type saving updated dependencies package json,18
ID_1380,failed authentication installing snyk cli,417
ID_1381,gradle project name picked settings gradle,444
ID_1382,snyk monitor sub projects monitor sub projects,417
ID_1383,override config runtime,39
ID_1384,read property type undefined,129
ID_1385,snyk outputs invisible ansi control characters json output,402
ID_1386,customerror could detect supported target files snykdemowinform snykdemowinform csproj,317
ID_1387,npm install fails enoversions valid versions available https proxy agent snyk fork,29
ID_1388,rhel os support rhel yet,368
ID_1390,change,99
ID_1391,add deprecation notice node user using,295
ID_1392,unable use snyk cli python pipfile based projects,417
ID_1393,fatal error ineffective mark compacts near heap limit allocation failed javascript heap memory,378
ID_1394,connection timeout,99
ID_1395,remove extraneous ignore entries snyk file,39
ID_1396,dependency ansi escapes breaks node backwards compatibility technically,275
ID_1397,go removed snyk snyk cli docker,90
ID_1398,segfault alpine binary v,210
ID_1399,working pnpm,3
ID_1400,snyk find pom files multi module maven project,29
ID_1401,snyk alpine binary fails official python docker,90
ID_1402,alpine linux binaries fail checksum,245
ID_1403,daemonless docker scanning inside snyk docker image podman,90
ID_1404,snyk protect crash react scripts,417
ID_1405,allowed multiple path snyk path,164
ID_1406,expose cli parameters environment variables,25
ID_1407,error snyk protect,417
ID_1408,snyk ignore command work without calling snyk auth first jenkins pipelines,29
ID_1409,global install,8
ID_1410,snyk scan dockerfile image based distroless base latest,90
ID_1411,expected target framework present proj file,411
ID_1412,broken link readme around,128
ID_1413,error specifying dockerfile path,417
ID_1414,line prefixed jsondeps returned,246
ID_1415,updating urllib version clear issue,405
ID_1416,snyk test throws read property endswith undefined,273
ID_1417,feature request github pull request titles mention vulnerable package names,127
ID_1418,feature request automate policy updating,244
ID_1419,support poetry python projects,496
ID_1420,puts errors html output parameters snyk,10
ID_1421,snyk hangs add verbose mode sbt,29
ID_1422,snyk wizard hangs node x,29
ID_1423,error complicates testing repository multiple packages,362
ID_1424,commit convention awareness,169
ID_1425,bower support,1
ID_1426,unpublished package list longer included npm module snyk test unpublished longer works,190
ID_1427,support packageurl test api,496
ID_1428,snyk files sometimes ignored,127
ID_1429,feature request check node js version,315
ID_1430,one transient npm dependency missing license file,102
ID_1431,windows incompatibility due,125
ID_1432,install remediation policy fix vulnerabilities,238
ID_1433,support multiple package file types single run,102
ID_1434,cli error testing multiple projects,417
ID_1435,error travis node,230
ID_1436,incorrect assumptions patch binary,44
ID_1437,snyk web console unaware ridden dependencies pom xml local snyk test passes web shows vulnerabilities,29
ID_1438,allow overriding package manager detection,472
ID_1439,supported external module,170
ID_1440,arrow keys work,156
ID_1441,command line snyk wizard feature request apply previous decision,327
ID_1442,reducing dependency tree snyk,185
ID_1443,mark issue non exploitable non top level package,348
ID_1444,request support jspm,1
ID_1445,utf bom package json causes failure detect node project,289
ID_1446,add jwt support,456
ID_1447,graceful behaviour snyk api error,417
ID_1448,feature request snyk watch cli app,315
ID_1449,misdetection vuln path dependencies originate git url,488
ID_1450,feature documentation undocumented programmatic api,59
ID_1451,snyk protect vulns foreach function,215
ID_1452,snyk cli respect new lines end package json file,402
ID_1453,provide typescript binding main snyk entrypoint,58
ID_1454,offer oauth workflow api key registration,186
ID_1455,find profile file passing path,276
ID_1456,snyk windows support snyk protect requires unix patch utility,417
ID_1457,snyk test finds vulnerabilities snyk io,29
ID_1458,devdependencies packages saved dependencies using wizard,18
ID_1459,semgrep v flag error,304
ID_1460,metavariable range multi line string yaml incorrect,15
ID_1461,latest semgrep severity filter broken,102
ID_1462,min version max version mismatch skip rule unknown fields,401
ID_1463,semgrep scan longer allows use output flag v,304
ID_1464,docker container tagged permission error github runners,418
ID_1465,semgrep login work either github gitlab identity provider,450
ID_1466,autocomplete zsh errors config given,247
ID_1467,julia match throws error,152
ID_1468,dockerfile allow match,75
ID_1469,yaml excessive capture matching sequences,421
ID_1470,test ignores include path,280
ID_1471,mishandling make go slices vs channels,132
ID_1472,feat rule syntax support metavariable type field python,432
ID_1473,taint propagating objects anonymous type c,430
ID_1474,expiration date check metavariable comparison condition,294
ID_1475,connecting semgrep registry nexus repository,242
ID_1476,integer constant propagation behavior incorrect,143
ID_1477,aliengrep leading trailing ellipses anchored,466
ID_1478,extract mode let us specify rules run extracted target,233
ID_1479,strange indentation findings test check py test terminal output,484
ID_1480,allow semgrep integrators specify name,249
ID_1481,javascript match anonymous function specifically,5
ID_1482,scala write pattern match every try catch,390
ID_1483,dockerfile support single quoted strings dockerfile,102
ID_1484,spurious error appeared suddenly,5
ID_1485,duplicate search mode matches target explicit cast,450
ID_1486,typescript javascript arrow function fixed replaced properly,5
ID_1487,simple taint analysis failing rust,430
ID_1488,could open browser tab automagically,311
ID_1489,add support js ts property access equivalence,310
ID_1490,json output format local variable taint sink associated value,304
ID_1491,include bitwise operators metavariable comparison,294
ID_1492,literal metavariables work julia,390
ID_1493,metavariable pattern parse errors one rule skips rules,230
ID_1494,kotlin multiple extends support,432
ID_1495,php function call matching case insensitive,66
ID_1496,constant propagation fails consider branches conditionals,496
ID_1497,nosemgrep working yaml file,234
ID_1498,semgrep respect ignores argument used,464
ID_1499,semgrep match return without semicolon rust,432
ID_1500,install via pip causes version semgrep downloaded,200
ID_1501,deep semgrep fails wrong generic error message,66
ID_1502,taint query matches untainted vars,336
ID_1503,semgrep cli command generate rule starter,445
ID_1504,interfile getting bytes read total expected bytes exception asyncio,226
ID_1505,engine fatal error python pattern,206
ID_1506,python taint flow arg,430
ID_1507,use pcre rather ocaml regexps string literal patterns,64
ID_1508,filenotfounderror symbolic link points non existing file,499
ID_1509,work properly golang code,390
ID_1510,constant propagation top level arithmetic working,496
ID_1511,java regression longer match,375
ID_1512,javascript string literal captures incorrectly include quotes,106
ID_1513,linq queries match opportunistic string matching,106
ID_1514,python make constant folding work string formatting,496
ID_1515,support super semgrep pattern java,432
ID_1516,add direct module reference rust,349
ID_1517,c loops seemingly matched patterns,442
ID_1518,extract mode ignoring destination language,482
ID_1519,rust language beta support mega issue,482
ID_1520,kotlin metavariables string literals working,390
ID_1521,bug semgrepignore parsing logic colon directive,192
ID_1522,lua patterns work,241
ID_1523,go symbolic propagation working function,46
ID_1524,add dataflow traces sarif output formatter,280
ID_1525,initialize block parse error,423
ID_1526,labels applied correctly taint rule,187
ID_1527,need way detect special mounted secrets syntax dockerfiles,327
ID_1528,symbolic propagation failed including cast type java,46
ID_1529,infer search language current directory,462
ID_1530,use autofix remove code,483
ID_1531,php literal metavariables,432
ID_1532,php tainted matched cases,259
ID_1533,metavariable pattern match expected metavariable explicitly described string python,390
ID_1534,taint mode identify python keyword arguments source,150
ID_1535,add new operator pattern missing pattern found,365
ID_1536,semgrep tries parse elm files even though support elm,377
ID_1537,autofix fails insert necessary parentheses,15
ID_1538,autofix mangles typescript expression containing parentheses,46
ID_1539,add handle export function pattern,20
ID_1540,semgrep support typescript pattern syntax,432
ID_1541,taint data flow c correctly propagate statements,150
ID_1542,keyword javascript behave correctly taint,150
ID_1543,taint mode interpret function parameters deep,150
ID_1544,symbolic propagation propagate,46
ID_1545,question search array rules,38
ID_1546,allow bitwise operations metavariable comparison,80
ID_1547,python constant propagation failure,496
ID_1548,ignoring multiple rules nosemgrep produces warnings,373
ID_1549,metavariable comparison var list construction work,390
ID_1550,issues scanning long lines mode,188
ID_1551,semgrep test fail case parsing error target,230
ID_1552,improvement matching function call,66
ID_1553,list metavariable working c,390
ID_1554,ignore unrelated yaml files rulesets,348
ID_1555,semgrep go regression false positives reported,352
ID_1556,many matches solidity unchecked blocks,459
ID_1557,support output templates,484
ID_1558,taint mode interpret function parameters,150
ID_1559,unsupported ellipsis symbolic propagation option,268
ID_1560,class property parsed java,292
ID_1561,false negative detections using basic operator expression,207
ID_1562,error running rules bytes read total expected bytes,226
ID_1563,metavariable regex literal end string gives regex error,106
ID_1564,taint mode bug matching foreach statement,150
ID_1565,semgrep test scan current directory docker,462
ID_1566,tweak pre commit hook add error make default flags non overridable,102
ID_1567,taint mode pattern sanitizers conflicting incorrectly missing findings,304
ID_1568,semgrep readme md broken contributing link,128
ID_1569,php replacing strangely alters findings,244
ID_1570,inconsistent playground behavior,3
ID_1571,pattern negate formula,206
ID_1572,metavariable pattern requires metavariable every pattern,390
ID_1573,users expect propagate constants function calls,426
ID_1574,regression inline join taint working anymore since,434
ID_1575,semgrep properly handle metavariables python decorators,350
ID_1576,regex negative lookahead backreferences failing match correctly,410
ID_1577,getting error executing njsscan,331
ID_1578,support destination language extract mode,482
ID_1579,fingerprint field missing sarif output present json output,280
ID_1580,rust declarations include last element,211
ID_1581,support named capture groups,203
ID_1582,docker multi platform images linux arm amd,90
ID_1583,yaml matching sometimes captures much text,150
ID_1584,java regression name resolution,131
ID_1585,replace empty string,483
ID_1586,taint mode flow taint sinks inside comprehension,150
ID_1587,pull requests scans failing semgrep version git checkout,84
ID_1588,metavariable regex rule matching yaml files fails match occurrence unicode characters,106
ID_1589,list index range,293
ID_1590,line added semgrepignore list ignored paths someone app sec may want audit changes,389
ID_1591,add pagination selection gitlab groups,372
ID_1592,output missed incorrectly detected line test rather whole arrays,287
ID_1593,arrow functions sometime prevent matching,432
ID_1594,solidity semgrep match pattern either case metavariable pattern defined,66
ID_1595,taint mode interact correctly java iterators,150
ID_1596,pull requests scans failing semgrep version git fetch,84
ID_1597,executable check work correctly docker,375
ID_1598,java constructors modifiers patern detected,336
ID_1599,invalid version gitlab sast output,394
ID_1600,pattern match applied inside python statement,390
ID_1601,go support typed metavariables function parameters,432
ID_1602,boolean constant propagation behave correctly php,496
ID_1603,semgrep support named parameters php,432
ID_1604,metavariables work object reference scala,390
ID_1605,permissionerror errno permission denied src,8
ID_1606,semgrep test scan test file regardless directive,181
ID_1607,docker semgrep working directory location changed without notice,462
ID_1608,concerns around config auto,404
ID_1609,go unable match specific members within struct initialization using,19
ID_1610,metavariable pattern flagging php code,66
ID_1611,invalid sarif additionalproperty fixes exists instance allowed,262
ID_1612,generic dockerfile correctness multiple cmd instructions support healthcheck cmd,268
ID_1613,eliminate blank nodes unblock progress c c support,283
ID_1614,pattern returning expected results,385
ID_1615,const keyword compatible semgrep pattern matching c,66
ID_1616,using semgrep pattern mode result integer overflows semgrep core,304
ID_1617,js function arguments tracked taint mode,150
ID_1618,match beginning end line,15
ID_1619,invalid argument index bounds,194
ID_1620,fix parsing quoted strings rules stored json format,15
ID_1621,cpu seconds output docker running config auto,247
ID_1622,docker image fails fetch rules registry,70
ID_1623,support surrounding code around lambdas,408
ID_1624,dockerfile metavariables image aliases matching,58
ID_1625,junit xml join stacktrace,346
ID_1626,scala metavariable regex work import statements,390
ID_1627,scans broken buildkite,484
ID_1628,add environment variable disabling version checks,142
ID_1629,match private member functions typescript,5
ID_1630,make language extensions configurable,176
ID_1631,ruby regex interpolations caught wildcard matches,28
ID_1632,sanitizers appear work java,375
ID_1633,semgrep match javascript object property taint mode,150
ID_1634,improve error message failure empty positive terms,468
ID_1635,support xml elements typescript element value value,1
ID_1636,generic mode correctly identify hardcoded secrets yaml,150
ID_1637,non determinism language used parse patterns,390
ID_1638,ocaml matches leaving hanging closing parenthesis breaking autofix,399
ID_1639,flag make audit findings visible semgrep ci output,402
ID_1640,eliminate fatal dos c parser,10
ID_1641,ability ignore particular rule id ruleset running locally without app,247
ID_1642,combining taint mode join mode,150
ID_1643,allow metavariable pattern inherit variable environment parent,106
ID_1644,javascript object destructuring tracked taint mode,150
ID_1645,included sarif output,394
ID_1646,semgrep outputs findings even findings present,402
ID_1647,php function arguments default values correctly tracked,150
ID_1648,accept pattern importing type typescript imports,116
ID_1649,missing suppressions sarif output semgrep ci,402
ID_1650,cli line affected syntax error easier extract,471
ID_1651,allow multiple test case files per yaml file,184
ID_1652,scala taint analysis bug,430
ID_1653,ruby certain backslashes break regex matching,377
ID_1654,match expressions type casts expression,406
ID_1655,error running r c internal project depends version semgrep,401
ID_1656,scala functions work taint sinks,430
ID_1657,squiggly bracket object destructuring importing supported javascript typesecript,150
ID_1658,taint mode handle conditional assignment ruby correctly,336
ID_1659,fix metavariable ellipses sometimes match nothing fix necessary know,15
ID_1660,rule ids convertible integer cast floats,435
ID_1661,cli switch disable color output,402
ID_1662,ruby parser support arrow lambdas,449
ID_1663,ruby unless modifier correctly supported functions,252
ID_1664,python relaxing grammar restrictions decorators pep supported,350
ID_1665,lack support switch statement c c,432
ID_1666,generic mode pattern inside filtering hashtags,150
ID_1667,incorrect handling ellipsis metavariables,268
ID_1668,go parsing failure found unexpected raw string literal without delimiters,468
ID_1669,support regular expression capture groups metavariable regex,390
ID_1670,typeerror run,92
ID_1671,fix fix correctly format code multiple lines,296
ID_1672,wrong encoding output url post,324
ID_1673,dockerfile match,75
ID_1674,scala class constructor calls work taint sinks,430
ID_1675,ellipsis metavariable x work html mode,268
ID_1676,symlink handling differs scanning directories vs specific files,348
ID_1677,metavariable regex anchored,106
ID_1678,add sarif formatter code snippet,280
ID_1679,typescript tree sitter bug override,299
ID_1680,utf codec decode byte xff position,438
ID_1681,modulenotfounderror module named attrs since,98
ID_1682,specifying variable source using notation work,491
ID_1683,metavariables working used within deep expression typescript,390
ID_1684,update schema allow single rule config yaml without superkey,247
ID_1685,semgrep test syntax inconsistent confusing using paths files instead directories,108
ID_1686,assume newline end dockerfile patterns,4
ID_1687,allow cmd match cmd instruction,268
ID_1688,cli color control characters output error messages piped option used,402
ID_1689,add flag cli filtering rules,407
ID_1690,error message dump ast flag underscore instead dump ast flag,146
ID_1691,python decorators matched isolation,350
ID_1692,apply flag let us easily apply job r c,271
ID_1693,pre commit installs semgrep elf binary macs,256
ID_1694,semgrep throws error missing separator,230
ID_1695,high core time windows,69
ID_1696,ability match jsx tags zero props,334
ID_1697,jsx pattern matching instances div,46
ID_1698,warnings rendered stdout break json formatting gitlab json,466
ID_1699,semgrep prints non zero findings count shows results,385
ID_1700,invalid sarif export rules owasp cwe metadata array,233
ID_1701,ability match within multiline python strings,15
ID_1702,poetry install mac os distributes elf binary,476
ID_1703,javascript lang correctness useless eqeq eqeq bad false positive,131
ID_1704,changing policy semgrep app rule board appear update github pr comments,247
ID_1705,join mode respect exclude options,150
ID_1706,unexpected new line n character json output,402
ID_1707,typed metavariable support c,432
ID_1708,scala string interpolator rules match,240
ID_1709,semgrep missing highlight text output mode,304
ID_1710,agent gives ambiguous warning file syntax error,180
ID_1711,work,390
ID_1712,include extra lines output vim output,280
ID_1713,php support matching types function parameters,432
ID_1714,nosemgrep requires path config file unexpectedly,397
ID_1715,support action delete lines,421
ID_1716,semgrep dev playground converts language python,352
ID_1717,semgrep detect java files directory named test default semgrepignore,203
ID_1718,literal string patterns seem confuse,483
ID_1719,homebrew deploy action broken due updated python version,352
ID_1720,unit test pattern regex always fails locally,106
ID_1721,ruby pattern parse error parameter name value key pair,66
ID_1722,ts match annotated variables,268
ID_1723,js taint propagate arrays,150
ID_1724,semgrep trying scan supported languages file ruby rule regression,181
ID_1725,semgrep installing wrong binary darwin,482
ID_1726,bash mode propagate dataflow backticks,328
ID_1727,semgrep found error thrown valid rules valid code,230
ID_1728,semgrep fatal error scanning certain invalid syntax like,5
ID_1729,uname process close running linux os,237
ID_1730,support xdg base directory specification,164
ID_1731,taint mode variables exposed messages join mode,150
ID_1732,crash non existent file,181
ID_1733,ensure users surprised config auto log semgrep registry project url,404
ID_1734,semgrep fails method brace new line class expression,464
ID_1735,semgrep reports invalid configuration file running homedir,247
ID_1736,limit result function argument,65
ID_1737,rust parse error unexpected,66
ID_1738,rust parse error allow attribute,66
ID_1739,autofix overwrites wrong line multiple multiline matches second example,15
ID_1740,support ellipsis metavariables parameters,432
ID_1741,match constructors java,432
ID_1742,python semgrep always highlights one extra character,15
ID_1743,newlines sometimes break patterns go,46
ID_1744,support solidity smart contract language,482
ID_1745,hardcoded color output,359
ID_1746,metavariable pattern broken applying yaml,20
ID_1747,crash metavariable regex applied result constant propagation,106
ID_1748,python argument metavariable match argument default value,326
ID_1749,early exit encountering false positive running rules tests,239
ID_1750,cli deprecate output,297
ID_1751,generic mode find cmd match,268
ID_1752,generic mode bind environment variables metavariables,268
ID_1753,scala annotations sometimes matched,350
ID_1754,taint mode php work object method called,430
ID_1755,raises error,230
ID_1756,pre commit semgrep trying scan supported languages file python rule,181
ID_1757,php stack overflow big list pattern inside,188
ID_1758,fp string constant inference correct non literal require,483
ID_1759,taint tracking across mulit golang src files,370
ID_1760,add whole semgrep rules check rules id different fields,278
ID_1761,golang taint tracking,370
ID_1762,patterns anchors inserting statements autofix,46
ID_1763,php sanitize side effect work,496
ID_1764,java control flow analysis false positive,113
ID_1765,autofix python exit sys exit work,496
ID_1766,python write pattern find useless list comprehensions,390
ID_1767,semgrep tries analyze png files crashes,377
ID_1768,taint mode appears broken languages,150
ID_1769,kotlin metavariable equality statements,432
ID_1770,inconsistent error behavior configs,356
ID_1771,missing detection try method value,333
ID_1772,python rules match list comprehension correctly,390
ID_1773,golang metavariable capture curly braces,390
ID_1774,auto soft stack limit increasing correctly handle hard limit unlimited,167
ID_1775,sarif put failing github actions,465
ID_1776,use semgrepignore,350
ID_1777,blockingioerror errno write could complete without blocking py subprocess module,50
ID_1778,matching javascript arrow functions defined class,432
ID_1779,interpret cli arguments,150
ID_1780,autofix broken import statements,311
ID_1781,jsx parse failure unexpected,5
ID_1782,javascript taint mode matching sinks prefixed operator,150
ID_1783,js somehow parses lua,209
ID_1784,running js file gives,147
ID_1785,bad settings format please check remove settings yaml,423
ID_1786,constant propagation understand synchronized construct,496
ID_1787,kotlin support ellipsis class body,432
ID_1788,kotlin pattern parsing errors using ellipsis metavariables parentheses,432
ID_1789,advanced editor playground check rules empty values,278
ID_1790,bash fix string concatenation,64
ID_1791,keep quiet output silent,404
ID_1792,config auto detects wrong project url,404
ID_1793,constant propagation happening mistakenly try catch,342
ID_1794,constant propagation understand array destructuring,143
ID_1795,fast skips target bash,144
ID_1796,js parse error metavariables strings duplicate lines,195
ID_1797,js template strings considered taint sink,124
ID_1798,c metachecker expression statement pattern sizeof matching expressions sizeof,390
ID_1799,pattern matching work,390
ID_1800,semgrep ci scan sections file applicable different,310
ID_1801,catch pcre exception raised eval generic,7
ID_1802,print pcre exceptions properly,99
ID_1803,bad highlighting pattern regex matches incorrect number matches,20
ID_1804,js mismatch ellipsis behavior expression vs statement position,390
ID_1805,support target subshells,449
ID_1806,php import aliasing php,432
ID_1807,semgrep parse entity entity global entity,49
ID_1808,conditional expression matched deep expression,390
ID_1809,php problems constant propagation,496
ID_1810,tidle backtick string go matched,468
ID_1811,php recognizing const variables constant strings,496
ID_1812,fatal error failure null remove pattern either pattern inside pattern inside,5
ID_1813,parsing error terraform nested key value pairs,22
ID_1814,pattern x x matching terraform,390
ID_1815,php semgrep parse,5
ID_1816,semgrep core segfault stack overflow linux upgrade ocaml soon practical,188
ID_1817,support fetching org wide registry rules,472
ID_1818,python constant propagation resolve raw strings,496
ID_1819,bash else ignored matcher,160
ID_1820,semgrep resolve package java class base class import,66
ID_1821,cli early abort testing rule constellations,445
ID_1822,php arrow functions parsing error,5
ID_1823,autofix issue replacing python tuples,15
ID_1824,testing silently ignored inside directory,116
ID_1825,add invalid rule name semgrep validate sarif output,402
ID_1826,ruby rules match parameter less calls,66
ID_1827,write upgrade yaml,20
ID_1828,php generic metavariable pattern fn fp,20
ID_1829,improve error message pattern pattern,120
ID_1830,support pattern inside control flow,390
ID_1831,improve scope error checking,120
ID_1832,url self signed certificate used repository,269
ID_1833,taint mode express cases two sources taint need present,150
ID_1834,feature run rule inside folder specific pattern present file root folder,181
ID_1835,metavariables match javascript template strings,390
ID_1836,php taint match detected ternary operator assigned variable,140
ID_1837,improve surfaced semgrep core messages,304
ID_1838,semgrep crashes given yml file comments,247
ID_1839,java static imports distinguished regular imports,490
ID_1840,php taint array flagged tainted key tainted,430
ID_1841,autofix outputs first line body,399
ID_1842,allow bug reports semgrep dev playground false positives,352
ID_1843,support ellipsis rust items,432
ID_1844,incorrect pattern matching return object class import results correct,129
ID_1845,emacs flag include rule message code snippet,120
ID_1846,taint tracking produces duplicate findings,450
ID_1847,php metavariable matching inconsistency,432
ID_1848,work variables literals,390
ID_1849,typescript parse error default prop getter,180
ID_1850,let semgrep wrapper know skipped files,307
ID_1851,crash empty file blanket pattern regex,28
ID_1852,ellipsis class definition accepted c,124
ID_1853,specify json sarif together get types output command,394
ID_1854,nosemgrep comments typescript seem ignored,234
ID_1855,autofix lose first parenthesis java cast expression,46
ID_1856,gracefully handle weird scalars yaml config,469
ID_1857,git submodules break scan target identification generic language,87
ID_1858,autofix mishandles embedded quotes string replacements python,496
ID_1859,report segfault stack overflow macos,188
ID_1860,incorrect timeout,268
ID_1861,x typename matches variables declared,401
ID_1862,semgrep plain text output inform value metavariables,304
ID_1863,duplicated findings output results,27
ID_1864,double findings,231
ID_1865,unparseable json output,280
ID_1866,option sarif output include ignored findings using suppressions property,402
ID_1867,allow local caching rules,472
ID_1868,found mismatch test result ids,280
ID_1869,parsing error parameter calls,415
ID_1870,rust match literal macro call,66
ID_1871,investigate taint mode appears slower,150
ID_1872,php parse error goto statements,66
ID_1873,php parse error enums,5
ID_1874,php parse error class method,66
ID_1875,php parse error public class variable,5
ID_1876,php parse error union types,441
ID_1877,php parse error non ascii text,5
ID_1878,js literal numeric property names equivalent encodings,483
ID_1879,interspersed autofix multiple expressions line,15
ID_1880,improve php parse rate beta percentage,299
ID_1881,opposite conditional matching behavior php java,66
ID_1882,ruby single metavariable pattern causes target parse errors interpolated strings,230
ID_1883,run semgrep specific file,181
ID_1884,report fail reports,407
ID_1885,metavariable pattern matching work language types,390
ID_1886,suppress nosemgrep autoformatter,397
ID_1887,rust match macro call,66
ID_1888,pattern regex work metavariable pattern,390
ID_1889,x yields unexpected match raw html concat rule,75
ID_1890,multiple style imports produce incorrect findings range,402
ID_1891,expressions forming python decorators matched bar,350
ID_1892,matched golang,390
ID_1893,severity modification output rule semgrep config p owasp top ten,404
ID_1894,regression due optimization,470
ID_1895,generic autofix metavariable name issue,15
ID_1896,make output easily understandable,112
ID_1897,support additional flags ci scanning,310
ID_1898,feature request metavariable expressions autofix,315
ID_1899,ocaml exception running r semgrep,247
ID_1900,generic mode way ignore comments,273
ID_1901,c parser bug ellipsis operator work method args,447
ID_1902,metavariable pattern work metavariables bound regex,390
ID_1903,constness analysis slow large functions,297
ID_1904,semgrep core slow startup slow stack trace collection big binaries,188
ID_1905,python constant propagation inside outside context created statement,342
ID_1906,commutative operator breaking rules,233
ID_1907,differing behavior semgrep action,331
ID_1908,export csv html,276
ID_1909,browser history cache entries updated incorrectly,420
ID_1910,request semgrep support cross file dataflow,102
ID_1911,autofix overwrites wrong line multiple multiline matches,15
ID_1912,autofix sometimes drops closing bracket python slices,350
ID_1913,semgrep commands autocomplete able,462
ID_1914,bind pattern regex capture groups metavariables,390
ID_1915,ruby constant propagation ignores side effects string object,496
ID_1916,python lang maintainability useless innerfunction useless inner function,326
ID_1917,python confuses constant propagation,496
ID_1918,undetected typos errors metavariable names,332
ID_1919,allow users select optimization level using optimizations,376
ID_1920,implement semgrep core deprecate pattern python,304
ID_1921,implement debugging json semgrep core,304
ID_1922,implement taint analysis semgrep core,304
ID_1923,ellipses parameters c,499
ID_1924,matching keys values javascript objects,432
ID_1925,scala error unrecognized symbol,57
ID_1926,metavariable patterns,390
ID_1927,php taint using sink require leads semgrep error,304
ID_1928,debugger help rule writer use deep expr correctly,320
ID_1929,report number target files skipped due excessive size,317
ID_1930,project hash metric depends passwords,121
ID_1931,show files currently processed debug mode,304
ID_1932,specifying multiple json keys requires ellipsis,268
ID_1933,java symbolic expression propagation,46
ID_1934,metachecker detect useless pattern either patterns,20
ID_1935,metachecker detect wrong use pattern,20
ID_1936,b c match b c,432
ID_1937,js add support private class fields,310
ID_1938,echo supported pattern sinks php taint mode,150
ID_1939,rule hash metric independent file path,482
ID_1940,ruby matches include closing parenthesis function calls,399
ID_1941,ruby match places needed autofix,399
ID_1942,playground says parse error pattern parse error rule,230
ID_1943,body working go,390
ID_1944,nested pattern either produces invalid yaml schema,289
ID_1945,c tests broken,161
ID_1946,python try except ellipsis missing cases,342
ID_1947,usr local lib ocaml version error invalid preprocessing directive,174
ID_1948,constant propagation leads false positives java lang correctness eqeq eqeq,131
ID_1949,centralized place nosemgreps,474
ID_1950,ensure invalid configurations reported,342
ID_1951,ruby string constant propagation seem work double quotes embedded newlines,496
ID_1952,use constant propagation typed metavariables,74
ID_1953,js dictionary matching yield inconsistent results,416
ID_1954,example work playground,92
ID_1955,kotlin semgrep crashes parsing files projects,230
ID_1956,semgrep core ast handle ppx annotation placed field semicolon,66
ID_1957,auto inserted else branch ocaml ast,238
ID_1958,typescript element reference expression matches array type,46
ID_1959,rfc special metavariable syntax dataflow,327
ID_1960,semgrep detect refuse rules multiple metavars metavariable regexp,15
ID_1961,javascript deep expressions work expression statement position,390
ID_1962,python except misses except exc ex,7
ID_1963,detect missing good controls best practices,433
ID_1964,match everything inside php arrays,150
ID_1965,must open channel binary mode write marshaled data cache,204
ID_1966,provide option create file zero output,142
ID_1967,typescript parse pattern,5
ID_1968,typescript parsing error usestate engagement,1
ID_1969,use ellipsis java structure,432
ID_1970,autofix json breaks documents,368
ID_1971,java parse nested annotations patterns,441
ID_1972,semgrep autofix breaks format strings,15
ID_1973,typescript classes matched,456
ID_1974,python import alias,137
ID_1975,spacegrep error parsing markdown file,230
ID_1976,python parsing error f string multiple colons,15
ID_1977,playground general pattern causes parsing error python internal benchmark target py file,230
ID_1978,improve ux help user fix complex semgrep patterns report partial matches debugger mode etc,38
ID_1979,nosemgrep comment work pattern regex,390
ID_1980,invalid sarif file invocation missing required property executionsuccessful,394
ID_1981,json partial single field metavar key match key,66
ID_1982,java support ellipsis header,432
ID_1983,json parse single field pattern,66
ID_1984,invalid pattern capture parenthesis python,174
ID_1985,typescript parsing error,5
ID_1986,typescript parsing error parameter destructuring function type,5
ID_1987,request support import equivalences javascript,432
ID_1988,tools integrating semgrep programatically breaks api updated releases,368
ID_1989,golang deep expressions work keyword,390
ID_1990,golang parse pattern,5
ID_1991,wait end flush output file,402
ID_1992,metavariable equivalence work deep expression matches patterns,390
ID_1993,invalid sarif invocation child run,233
ID_1994,python type annotation breaks identifier bindings metavariables,432
ID_1995,upgrade junit xml junit xml,280
ID_1996,add mechanism get semgrep progress logs runs forever,51
ID_1997,automatically detect deeply chained calls objects assignment,290
